css-1jxf684,css-1jxf684 (2),css-146c3p1 href,css-146c3p1,css-1jxf684 (4),css-1jxf684 (5),css-1jxf684 (6),css-1jxf684 (7),css-1jxf684 (8),css-175oi2r href (4),css-1jxf684 (9),css-9pa8cd src (2),css-1jxf684 href,css-1jxf684 (10),css-146c3p1 (2),css-1jxf684 (11),css-1jxf684 (12),css-1jxf684 (13),r-4qtqp9 src,r-4qtqp9 src (2),css-9pa8cd src (3),css-1jxf684 href (2),css-146c3p1 href (2),css-175oi2r href (5),css-9pa8cd src (4),css-175oi2r href (6),css-175oi2r href (7),css-9pa8cd src (5),r-4qtqp9 src (3),r-4qtqp9 src (4),css-146c3p1 (3),css-1jxf684 (15),css-1jxf684 (16),css-1jxf684 (17),css-1jxf684 (14),r-4qtqp9 src (5),r-4qtqp9 src (6),css-175oi2r href (8),css-1jxf684 href (3),css-1jxf684 (18),css-1jxf684 (19),css-9pa8cd src (6),css-1jxf684 (20),css-1jxf684 href (4),css-1jxf684 href (5),r-4qtqp9 src (7),r-4qtqp9 src (8),r-4qtqp9 src (9),r-4qtqp9 src (10)
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1695703848956870769,2023年8月27日,今週末も自民党の党務で大阪府と福岡県への出張(講演)が２日続きハードでしたが、いずれの支部も頑張って活動しておられる様子に嬉しく存じました。特に豪雨被害に苦しまれた福岡県の皆様には、復旧に向けてお疲れが過ぎませんよう祈念申し上げます。,,83,745,"6,879",https://x.com/takaichi_sanae/status/1695703848956870769/analytics,14万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1694595577177411646,2023年8月24日,更に私からは、RNA制御ストレスを標的とした抗がん薬の開発で、Chordia Therapeutics株式会社にスタートアップ賞をお渡し致しました。他賞も含めて合計13の受賞者?法人の皆様、おめでとうございました!医療研究の更なる発展を応援します。,,90,648,"5,419",https://x.com/takaichi_sanae/status/1694595577177411646/analytics,13万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1694594341862506745,2023年8月24日,私からは、新型コロナに対する下水疫学調査の実装で、塩野義製薬株式会社、株式会社AdvanSentinel、北海道大学の北島正章先生に、健康?医療戦略担当大臣賞をお渡し致しました。おめでとうございました!,,85,698,"6,569",https://x.com/takaichi_sanae/status/1694594341862506745/analytics,15万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1694591672628425121,2023年8月24日,昨日は官邸で日本医療研究開発大賞の表彰式があり、私も参加しました。先ず、革新的抗体薬物複合体技術の開発による新規がん治療薬の創製で内閣総理大臣賞を受賞された第一三共株式会社の皆様にお祝いを申し上げます。,,90,927,"8,005",https://x.com/takaichi_sanae/status/1694591672628425121/analytics,17万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1692758114272268482,2023年8月19日,共働き世帯が過半数になったのは1999年だったと思います。現在では7割超。更に女性管理職を増やしていく為には、女性が正社員として働き易い社会環境作りと、世帯所得が増える事を躊躇しないで働ける制度設計が必要だと考えています。,,"1,328","2,012",1.2万,https://x.com/takaichi_sanae/status/1692758114272268482/analytics,95万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1692757884294377902,2023年8月19日,女性管理職30%超の企業が9.8%で過去最高との調査結果。未だ低い数値ですが、過去には「女性職員の総数が少ないので、国から目標を押し付けられても管理職にできる年代の女性が居ない」との苦情も伺いました。頑張って働き続けた女性達が経験を積み、管理職が増える時期が到来しつつあると感じます。,,488,932,"6,999",https://x.com/takaichi_sanae/status/1692757884294377902/analytics,29万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1691779878193144024,2023年8月16日,マウイ島の大火で、日々、死亡者数が増えており、心を痛めています。謹んで哀悼の意を表します。日本政府の支援金拠出が発表されました。１日も早く被災者の皆様のお役に立ちますように…。,,268,"1,289",1.2万,https://x.com/takaichi_sanae/status/1691779878193144024/analytics,28万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1691779285311541379,2023年8月16日,今夏の台風や豪雨で被災された皆様に、お見舞いを申し上げます。世界共通の課題でしょうが、気候変動のスピードに防災対策が追い付いていない現状に焦燥感を強めています。かけがえのない命を守るべく、大胆な国土強靭化対策を構築したく考案中です。,,439,"2,471",1.7万,https://x.com/takaichi_sanae/status/1691779285311541379/analytics,32万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1688486698882338817,2023年8月7日,宇宙飛行士候補者の諏訪理さんと米田あゆさんが、大臣室を訪ねて下さいました。２人とも、宇宙空間を活用して地球や人類の未来に貢献できるビジョンをお持ちで、感動しました。厳しい選抜試験に応募された他の4125名の方々の夢も担って大活躍して下さる事を願います!,,226,"1,233",1.1万,https://x.com/takaichi_sanae/status/1688486698882338817/analytics,24万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1683387644015947777,2023年7月24日,米国時間の7月21日、バイデン大統領がAI関連7社とともに、自主的コミットメントを発表された事を大いに歓迎します。AIの「安全性」「セキュリティ」「信頼性」の確保に向け、開発者?提供者?利用者?政府が努めるべき8項目。国際的枠組の策定に貢献する内容だと思いました。,,304,"1,121","7,458",https://x.com/takaichi_sanae/status/1683387644015947777/analytics,29万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1681926224858484736,2023年7月20日,「重要物資の安定的な供給の確保に関する制度」では、肥料、永久磁石、航空機部品、天然ガス、重要鉱物の5物資についても、順次、取組が始まっていく予定です。他に供給途絶の蓋然性がある物資はないか、追加のサプライチェーン調査も実施中です。,,192,"1,072","6,524",https://x.com/takaichi_sanae/status/1681926224858484736/analytics,19万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1681922182715428864,2023年7月20日,昨年12月に「国民の生存に必要不可欠」「国民生活?経済活動が依拠」「安定供給が特に必要」な11物資を「特定重要物資」に指定しましたが、現時点で、抗菌薬、半導体、蓄電池、クラウドプログラム、産業用ロボット?工作機械、船舶部品の6物資につき計40件の「供給確保計画」を認定済です。,,134,"1,308","7,989",https://x.com/takaichi_sanae/status/1681922182715428864/analytics,28万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1681921510330761222,2023年7月20日,自民党が一昨年の衆院選で策定を公約し、昨年5月に成立した『経済安全保障推進法』ですが、やはり策定して良かったと実感する法律です。毎週（土）にアップしているYou Tubeの「高市早苗チャンネル」でも折々に状況報告をしていますので、チャンネル登録をして頂けると嬉しいです!,,272,"2,294",1.4万,https://x.com/takaichi_sanae/status/1681921510330761222/analytics,46万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1678986885815992321,2023年7月12日,奈良市に建立した安倍晋三元総理の留魂碑の前に多数のゴミ袋が積み上がっているコラージュ画像(作られた画像)をTwitterで拡散した人、あまりにも酷い行為です。御遺族や建立に尽力した方々の気持ちにも配慮して頂きたいですし、画像を見てショックを受けた方からもお手紙が届きました。,,"1,095","8,576",3.8万,https://x.com/takaichi_sanae/status/1678986885815992321/analytics,149万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1678984807559364608,2023年7月12日,九州北部大雨でお亡くなりになった方々に哀悼の誠を捧げますとともに、御遺族の皆様にお悔やみを申し上げます。被災された方々も本当にお辛いですね。猛暑の中で清掃や行方不明者の捜索を続けておられる皆様、くれぐれも熱中症には気を付けて頂きたく存じます。,,232,"1,594",1.1万,https://x.com/takaichi_sanae/status/1678984807559364608/analytics,28万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1677661043777241088,2023年7月8日,安倍総理の一周忌。増上寺で焼香をさせて頂いた後、「世界に咲き誇れ日本,显示更多,679,"4,283",3.1万,https://x.com/takaichi_sanae/status/1677661043777241088/analytics,98万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1675863689831014400,2023年7月3日,中野英幸大臣政務官の弟様が急に倒れて逝去され、今夜が御通夜でした。中野政務官にとってはご実家の仕事も政治活動も二人三脚で歩んできた大切な弟様。遺された奥様と３人のお子様達、御令息に先立たれた御両親…。お顔を拝見して胸が苦しくなりました。正剛様の御冥福をお祈り申し上げます。,,138,577,"6,331",https://x.com/takaichi_sanae/status/1675863689831014400/analytics,24万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1675018882166460416,2023年7月1日,奈良市の三笠霊園内に建立された安倍元総理の「留魂碑」は、7月3日?からは、8時～17時の間で皆様に自由にお参り頂けるようになります。,,437,"3,658",1.6万,https://x.com/takaichi_sanae/status/1675018882166460416/analytics,55万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1675018082388185089,2023年7月1日,安倍晋三元総理の御命日まで1週間となった今日、奈良市内に設置した「留魂碑」の除幕式を挙行しました。発起人代表として挨拶をさせて頂く中で、吉田松陰先生の辞世の句の最後「留め置かまし大和魂」に触れました。安倍元総理も、日本人として日本を想う魂はこの世に置いていかれましたもの…。,,910,"6,675",3.2万,https://x.com/takaichi_sanae/status/1675018082388185089/analytics,108万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1674726422492098560,2023年6月30日,国立研究開発法人のみならず、大学や研究機関が、所属研究者について、職歴?研究経歴、兼業、外国の人材登用プログラムへの参加、外部機関から受けている支援、海外への渡航状況など、情報を把握し、対処する仕組みの整備が必要です。,,242,"1,607","8,941",https://x.com/takaichi_sanae/status/1674726422492098560/analytics,32万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1674726248680144898,2023年6月30日,その上で、6月29日に開催された国立研究開発法人協議会総会で、内閣府から研究インテグリティの確保に係る対応方針を説明。「研究の国際化、オープン化に伴う新たなリスクに対するチェックリスト(雛形)」を改訂し、昨日付で通知を発出しました。,,61,595,"4,414",https://x.com/takaichi_sanae/status/1674726248680144898/analytics,12万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1674725994991874052,2023年6月30日,6月15日に産総研の中国人職員が逮捕された事を受けて、19日までに全27の国立研究開発法人について情報管理状況などを調査し、20日付で各法人を所管する7省の担当局長宛に私の名前で「研究インテグリティの取組の徹底について」と題する要請文書を発出しました。,,416,"3,831",1.9万,https://x.com/takaichi_sanae/status/1674725994991874052/analytics,57万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1673929879451209730,2023年6月28日,第2は、巧妙な偽情報に対処できるよう、政府の体制を含めて検討する必要性。国際社会に向けて正しい情報を発信する体制はありますが、国民の皆様を偽情報による混乱から守り正確な情報を速やかに発信できる体制は未整備。特に災害時の画像生成AIによる偽情報拡散は命に関わります。,,284,"1,003","6,547",https://x.com/takaichi_sanae/status/1673929879451209730/analytics,24万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1673929264608215041,2023年6月28日,今週のAI戦略会議で、座長をはじめ皆様に、2点の問題意識をお伝えしました。第1は、AIガバナンスについて。現在は関係省庁が其々の所掌事務に関連したガイドラインを制定していますが、生成AIの登場を受けた内容見直しと統合を行い、AIの開発者?提供者?利用者が参照しやすくする事を要請しました。,,72,636,"4,359",https://x.com/takaichi_sanae/status/1673929264608215041/analytics,14万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1673916757608898561,2023年6月28日,外交官として立派な実績を残し、一昨年から国家安全保障局で経済安全保障分野で活躍して下さっていた職員が、51歳の若さで急逝されました。昨夜のお別れの会では、御令室や学齢期の御令嬢と御子息の姿に胸が痛みました。多くの功績に敬意を表し、御冥福をお祈り申し上げます。,,236,"1,711",1.6万,https://x.com/takaichi_sanae/status/1673916757608898561/analytics,87万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
