threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),highlight,res_id,js-response,js-ng-setting href,js-response href,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,threadview_response_body_link (3)
"垢版
|
0596 名無しどんぶらこ 2025/11/28(金) 00:23:39.72","軍部が支持を伸ばして
経済は失速
当たり前だな
経済合理性を理解せぬ軍部
経済財政通の高橋是清が軍事予讃を抑えて
欧米に先駆けて日本経済を世界恐慌から抜けださせたのに
軍部はよけいな満洲経営や華北分利光作の円元パー政策の愚妻
貴重な外貨を日本から蒋介石に手渡す始末
高市が経済合理性を理解する経済財政通なんて聞いたことがない",,,,,,ID:QfQ+IKsz0(9/10),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0597 名無しどんぶらこ 2025/11/28(金) 00:23:43.66","まるで斎藤元彦ｗ
第三者委員会を設置したけ自分に不利な調査結果だったから無視しますｗ",,,,,,ID:kEHJI8Xa0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0598 名無しどんぶらこ 2025/11/28(金) 00:23:55.21",">>593
まるでジジイなら屁理屈言わないみたいに言うじゃん",,>>593,,,,ID:K7hB2UrT0(2/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0599 名無しどんぶらこ 2025/11/28(金) 00:23:56.11",確かにw,,,,,,ID:sRk0B0c90,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0600 名無しどんぶらこ 2025/11/28(金) 00:24:15.13","高市の目を見れば分かる
党首討論でもトーンダウン
尻も軽いが口も軽い",,,,,,ID:0Xtc3Pdw0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0601 名無しどんぶらこ 2025/11/28(金) 00:24:39.31",ほんまクソやねしね,,,,,,ID:jAlRRg1K0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0602 名無しどんぶらこ 2025/11/28(金) 00:24:55.29",裏金軍団「💴(^ω^)b アザーっす！www」,,,,,,ID:YHO4ok9P0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0603 名無しどんぶらこ 2025/11/28(金) 00:25:32.81",">>588
否定したからなんなの？
存立危機の個別具体例を提示したことについめ、事実上撤回している",,>>588,,,,ID:dqVw1JWi0(2/22),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0604 名無しどんぶらこ 2025/11/28(金) 00:25:41.32","まぁ

萩生田光一重用

時点で色々と察し
自民党はオワコン

円安物価高放置して自分達だけ月給5万円UPだしな",,,,,,ID:GXgdRLvJ0(1/2),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0605 名無しどんぶらこ 2025/11/28(金) 00:26:51.97",">>603
撤回した？高市がってこと？ソース教えてください。",,>>603,,,,ID:hAHTYc4S0(5/28),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0606 名無しどんぶらこ 2025/11/28(金) 00:27:05.15",">>604
自分たちはカルト宗教と手を切らず
スパイ防止法ときたもんだ。
お前らがスパイやろと",,>>604,,,,ID:dqVw1JWi0(3/22),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0607 名無しどんぶらこ 2025/11/28(金) 00:27:40.66","裏金壺トカゲ
ふざけんなよ",,,,,,ID:1KaOMJyP0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0608 名無しどんぶらこ 2025/11/28(金) 00:27:47.24","バカな国民に熱烈支持されて暴走する
経済オンチの軍事オタクほど日本を危うくする奴はいない
戦前の知識人も軍部批判をしていた
新渡戸稲造、吉野作造、高橋是清、石橋湛山
経済オンチの軍部を支持していたのは
満州事変後に翼賛報道になった新聞とバカな国民
今のテレビの翼賛化、石丸・斎藤・参政党・高市支持のバカな国民と同じ",,,,,,ID:QfQ+IKsz0(10/10),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0609 名無しどんぶらこ 2025/11/28(金) 00:27:48.34",">>22
韓国民は興味ないよな",,>>22,,,,ID:sz52ka1L0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0610 名無しどんぶらこ 2025/11/28(金) 00:27:50.80",八王子行ってみ、萩生田と高市のポスターがあちこちに貼ってあるからw,,,,,,ID:Pshbr8DG0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0611 名無しどんぶらこ 2025/11/28(金) 00:27:59.07",">>605
は？
野田とのやりとりで
過去の発言と食い違う発言をしていることから、事実上の撤回になるわけだが。

お前は読解力ないのか？",,>>605,,,,ID:dqVw1JWi0(4/22),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0612 名無しどんぶらこ 2025/11/28(金) 00:28:12.42","萩生田みたいなのがいまだに議員やってる時点で日本の民主主義は終わってる
選挙制度変えたらどうにかなるんかなこれ",,,,,,ID:K7hB2UrT0(3/4),2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0613 名無しどんぶらこ 2025/11/28(金) 00:28:37.33",え？それは野田が勝手にそう解釈しただけですよね？,,,,,,ID:hAHTYc4S0(6/28),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0614 名無しどんぶらこ 2025/11/28(金) 00:28:46.24","高市は引き継ぎするかは私次第だと思っているな、
メローにが来たらマンセーになるから
支持率上がると思ってたかをくくって
いるな！",,,,,,ID:JSRwzfEe0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0615 名無しどんぶらこ 2025/11/28(金) 00:28:46.72","壺サーの姫なんて分かりきってたでしょ
Xのネトウヨ垢の中身が朝鮮人ってのも判明したし
韓国の朴独裁政権で作られた工作組織でもある統一の暗躍で日本世論がどれだけ歪められてんだろうな
安倍暗殺で壷バレ時期が早まったせいで必死に反中で話題逸らそうとしてるネトウヨが答え合わせ",,,,,,ID:ZZIwa9cu0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0616 名無しどんぶらこ 2025/11/28(金) 00:28:48.91",八王子は裏金と統一教会の街だから仕方ない,,,,,,ID:HRANEEq70,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0617 名無しどんぶらこ 2025/11/28(金) 00:29:00.95","高市不支持は非国民だからな
日本人なら高市を指示しろ",,,,,,ID:21gGmN4C0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0618 名無しどんぶらこ 2025/11/28(金) 00:29:24.91","裏金なんてどこの党でもやってるだろ
政治家はそういうもんだし、他をちゃんとやればいいわ",,,,,,ID:CMZBYsna0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0619 名無しどんぶらこ 2025/11/28(金) 00:29:43.84",">>611
え？それは野田が勝手にそう解釈しただけですよね？
高市は何も言ってないように見えたけど？",,>>611,,,,ID:hAHTYc4S0(7/28),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0620 名無しどんぶらこ 2025/11/28(金) 00:30:05.68","カッコいいこと発言を連発してた高市も総理になればこんなもん

ゲルとなんら変わらない",,,,,,ID:5mtaK10j0(2/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0621 名無しどんぶらこ 2025/11/28(金) 00:30:12.09",はぁ？,,,,,,ID:Eh0S2WV30,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0622 名無しどんぶらこ 2025/11/28(金) 00:30:23.46","国会で発言したんだから国会で高市の口から明確に撤回と言う言葉を言えって事
野田の私見じゃ駄目ってのは筋が通ってる
しつこくてさすがにいい加減ウザイが高市自身の軽率さが招いた事",,,,,,ID:lAAVTGE00(2/3),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0623 名無しどんぶらこ 2025/11/28(金) 00:32:31.44",ありがとう安倍さん,,,,,,ID:Q43hMh3M0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0624 名無しどんぶらこ 2025/11/28(金) 00:33:22.22","高市総裁で自民党は終焉を迎える
まあそういう時代の流れなんだろう",,,,,,ID:y3B5Suvc0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0625 名無しどんぶらこ 2025/11/28(金) 00:33:23.06","安倍さんの十八番
責任はある！(責任をとるとは言ってない)",,,,,,ID:5/gd3kUI0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0626 名無しどんぶらこ 2025/11/28(金) 00:33:42.08",">>1
壺市は習近平レベルの地消だろ",,>>1,,,,ID:usRw4jZT0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0627 名無しどんぶらこ 2025/11/28(金) 00:33:54.48",立憲安住の不記載はクリーンな不記載,,,,,,ID:YfJo0nE20,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0628 名無しどんぶらこ 2025/11/28(金) 00:33:57.86",">>622
軽率云々で言うのならその意見はわからないでもないけど、高市の発言を引き出したのは何回も同じこと聞き返した立憲の岡田だと思います。",,>>622,,,,ID:hAHTYc4S0(8/28),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0629 名無しどんぶらこ 2025/11/28(金) 00:34:06.27",これには安倍晋三もニガ笑い,,,,,,ID:v8sk/qzz0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0630 名無しどんぶらこ 2025/11/28(金) 00:34:20.57",">>612
政治家と政党を支援している団体や組織をみれば大体わかるんだよな。",,>>612,,,,ID:KYrfsIM00,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0631 名無しどんぶらこ 2025/11/28(金) 00:34:50.89",このクズまじで辞職しろよ！,,,,,,ID:b963byqd0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0632 名無しどんぶらこ 2025/11/28(金) 00:35:07.19",">>560
台湾有事も発言修正したけど存立危機に関しては橋下徹のせいにしてたなww
急に名前出て来て、は？となったが、あのドローンとか出て来るシミュレーションの出所はハシゲだったのか",,>>560,,,,ID:zIQ2DTZd0(2/9),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0633 名無しどんぶらこ 2025/11/28(金) 00:35:11.72","明らかに重要な企業団体献金の問題について「そんなことより」か
終わっとるな高市
こんな失言女を総理にしとくと危なくて仕方ない",,,,,,ID:v4f0MgEa0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0634 名無しどんぶらこ 2025/11/28(金) 00:35:16.83",中国よりひどい汚職の高市早苗,,,,,,ID:owNyOuy40,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0635 名無しどんぶらこ 2025/11/28(金) 00:35:28.20","ちなみに高市早苗の総裁当選パーティーで乾杯の音頭とっていてのは

萩生田光一

マメな
後、デカイ面してドヤ顔であいさつしまくっていたのは西村康稔

最初から裏金脱税壺と企業献金禁止政治資金規改正法とかやる気ないのは解っていた事ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ",,,,,,ID:GXgdRLvJ0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0636 名無しどんぶらこ 2025/11/28(金) 00:36:23.48",調査しても公表しないなら意味ないじゃん。税金の無駄じゃん。,,,,,,ID:W+ahaHlF0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0637 名無しどんぶらこ 2025/11/28(金) 00:36:40.07",この支持率から急降下することは無いだろうけど,,,,,,ID:D3aQij8B0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0638 名無しどんぶらこ 2025/11/28(金) 00:36:50.91",">>3
ベニスの商人ちゃうか",,>>3,,,,ID:IPc/St3M0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0639 名無しどんぶらこ 2025/11/28(金) 00:37:09.23",野田はあわよくば高市自身の口から撤回という言葉を期待してたと思う,,,,,,ID:lAAVTGE00(3/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0640 名無しどんぶらこ 2025/11/28(金) 00:37:29.78",もう死ねばいいのに(笑),,,,,,ID:nB6AQBm00(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0641 !id:ignore ◆FANTA666Rg 2025/11/28(金) 00:37:44.11","ネトウヨは
後に引けなくなって
意地でも高市を支持するのが面白いよな
そのちっぽけなプライド、守る必要ある？",,,,,,ID:M46oG6rA0(1/2),2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0642 名無しどんぶらこ 2025/11/28(金) 00:37:45.87",解散総選挙したら終わるだろ自民党,,,,,,ID:g8LVveCm0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0643 名無しどんぶらこ 2025/11/28(金) 00:37:51.91",">>561
ニュースは全然見ない姿勢だとそうなるんだろうな

国民民主・公明、企業献金規制で自維分断狙う　立民も賛同姿勢
https://www.nikkei.c...81X80Y5A111C2000000/",https://www.nikkei.com/article/DGXZQOUA181X80Y5A111C2000000/,https://www.nikkei.c...81X80Y5A111C2000000/,,>>561,,ID:zIQ2DTZd0(3/9),2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0644 名無しどんぶらこ 2025/11/28(金) 00:38:12.03","高市が本当に気を遣ってるのはアメリカと自民党だけだからな

女は身内贔屓になりやすいがこれは極端",,,,,,ID:tB+rIgJd0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0645 名無しどんぶらこ 2025/11/28(金) 00:38:15.05",知ったのに隠すのは犯罪,,,,,,ID:aOZ6YDrF0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0646 名無しどんぶらこ 2025/11/28(金) 00:38:36.49","裏金大好き橋下徹の維新の会
裏金大好き統一教会の自民党",,,,,,ID:HCcOWT3G0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0647 名無しどんぶらこ 2025/11/28(金) 00:38:46.16",>>643なるほどなるほどソース日経ですね,,>>643,,,,ID:hAHTYc4S0(9/28),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0648 名無しどんぶらこ 2025/11/28(金) 00:38:50.32",いい加減で話の筋もてけとーだから｢壺サーの姫｣も名言とあると言えるのではあるかないかといえばだいぶあると言えるが他にも色々あるから忙しく省略するとあると言えるのではあるのだろうかいやしかしある,,,,,,ID:wQhCtX5x0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0649 名無しどんぶらこ 2025/11/28(金) 00:38:58.18",利根川かよ,,,,,,ID:iecneCeX0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0650 名無しどんぶらこ 2025/11/28(金) 00:39:08.58",">>628
まだ岡田がどうとか言ってんのか

Q.国会での総理の失言について質問者の責任を問えますか？

A.いいえ、国会での総理大臣（または他の閣僚）の失言や不適切な発言について、質問者が法的な責任や政治的な責任を問われることは、原則としてありません。
​国会審議における発言の責任は、**その発言を行った者自身（この場合は総理大臣）**に帰属します。",,>>628,,,,ID:v4f0MgEa0(2/2),2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0651 名無しどんぶらこ 2025/11/28(金) 00:40:01.46",">>641
そもそも朝鮮飲みのこいつをウヨが支持するわけがない
壺(笑)


https://i.imgur.com/1jYW6Jn.png",,>>641,https://i.imgur.com/1jYW6Jn.png,https://i.imgur.com/1jYW6Jn.png,,ID:nB6AQBm00(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0652 名無しどんぶらこ 2025/11/28(金) 00:40:24.49",">>643
企業献金規制は維新にとってキツイ踏み絵になる",,>>643,,,,ID:5mtaK10j0(3/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0653 名無しどんぶらこ 2025/11/28(金) 00:41:04.79",">>650
そら建前はそうでしょうな",,>>650,,,,ID:hAHTYc4S0(10/28),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0654 名無しどんぶらこ 2025/11/28(金) 00:41:16.73",">>641
あいつらは自分の判断間違いを死んでも認めたくないタイプだからな",,>>641,,,,ID:5mtaK10j0(4/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0655 名無しどんぶらこ 2025/11/28(金) 00:42:45.01","完全に議員さんのお財布になってるよな政党支部

献金は中央や県の党本部に一元化して管理しろよ",,,,,,ID:lSTDFCYx0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0656 名無しどんぶらこ 2025/11/28(金) 00:43:00.69",">>647
産経や読売ならいいのか？
オールドメディアは全部出してるが
https://www.sankei.c...QGBMYLGPOPXKM4CMF5Y/

ネトウヨなのに産経さえ見ないの？",https://www.sankei.com/article/20251125-AX2O5LVQGBMYLGPOPXKM4CMF5Y/,https://www.sankei.c...QGBMYLGPOPXKM4CMF5Y/,,>>647,,ID:zIQ2DTZd0(4/9),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
